Input,Time
2034,19.208
2035,21.029
2036,23.111
2037,20.496
2038,26.477
2039,21.791
2040,25.965
2041,21.724
2042,26.907
2043,20.48
2044,26.123
2045,20.154
2046,23.692
2047,19.599
2048,20.274
2049,20.517
2050,27.46
2051,20.098
2052,24.431
2053,24.356
2054,37.583
2055,28.178
2056,24.888
2057,23.381
2058,23.796
2059,20.428
2060,22.526
2061,21.582
2062,21.679
2063,22.96
2064,20.541
2065,25.905
2066,22.07
2067,26.083
2068,23.94
2069,22.349
2070,24.587
2071,20.986
2072,21.641
2073,25.22
2074,22.702
2075,19.968
2076,19.897
2077,24.317
2078,23.442
2079,31.762
2080,23.798
2081,23.932
2082,23.572
2083,24.996
2084,22.722
2085,27.394
2086,21.297
2087,24.459
2088,24
2089,22.683
2090,23.825
2091,20.826
2092,21.615
2093,25.155
2094,23.646
2095,24.753
2096,30.318
2097,28.225
2098,28.411
2099,27.332
2100,50.681
2101,38.824
2102,25.486
2103,29.507
2104,25.088
2105,25.16
2106,23.755
2107,27.851
2108,25.932
2109,22.778
2110,22.494
2111,20.794
2112,24.517
2113,22.104
2114,23.273
2115,22.358
2116,21.282
2117,25.462
2118,30.375
2119,30.225
2120,25.375
2121,22.592
2122,24.725
2123,24.735
2124,23.198
2125,24.395
2126,22.995
2127,22.026
2128,23.62
2129,20.282
2130,23.888
2131,21.872
2132,24.691
2133,21.749
2134,23.739
2135,26.827
2136,20.579
2137,24.647
2138,21.395
